ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
3152	735,646,1353,1316	0,0,1,0	557,618,657,679,670	0,0,0,0,0	235	149
3153	622,565,1340,1302	0,0,0,0	486,494,573,794,617	0,0,0,14,0	298	149
3154	291,287,626,799	0,0,0,0	231,367,294,430,393	0,2,0,2,0	298	149
3155	74,181,199,271	0,0,1,0	131,177,191,261,192	0,0,0,0,0	267	149
3156	73,155,182,250	8,0,29,3	122,149,131,198,146	0,0,2,0,0	267	149
3157	93,155,164,295	144,30,203,214	134,155,135,204,155	22,39,37,32,37	267	149
3158	22,8,116,46	144,30,203,214	4,1,7,1,1	22,39,37,32,37	298	149
3159	20,8,109,50	26,0,4,53	4,5,5,1,1	16,10,4,6,9	298	149
3160	297,559,1008,871	17,12,11,2	965,797,738,913,989	90,53,54,45,53	298	149
3161	139,310,540,490	0,0,0,0	472,387,329,431,518	4,1,0,10,2	298	149
3162	139,310,536,490	0,0,0,0	472,387,332,426,513	0,0,0,1,0	298	149
3163	88,163,331,173	0,0,0,0	291,200,192,299,200	4,1,0,10,2	298	149
3164	17,12,11,2	0,0,0,0	80,51,64,43,48	0,0,0,1,0	298	149
3165	225,394,779,544	0,0,4,0	674,526,527,718,595	0,0,1,5,6	298	149
3166	154,243,459,373	0,0,0,0	463,377,399,462,443	0,0,4,0,1	298	149
3167	216,316,752,649	0,0,0,0	699,528,500,801,797	0,0,0,1,0	298	149
3168	216,316,756,649	0,0,0,0	695,527,501,796,801	0,0,4,0,1	298	149
3169	287,467,1072,820	0,0,0,0	906,676,638,1047,947	0,0,10,0,0	298	149
3170	260,445,977,772	0,0,6,0	922,743,681,1054,1064	18,10,5,20,17	298	149
3171	145,298,336,188	0,0,0,0	140,265,137,230,129	0,1,0,0,0	255	149
3172	32,78,119,71	70,130,146,100	191,179,199,138,189	64,118,60,99,69	298	149
3173	802,1815,1087,1213	0,0,0,0	6611,4155,4364,4329,1935	0,10,0,3,0	298	149
3174	373,858,511,639	0,0,0,0	2825,1869,1939,1954,810	2,2,6,0,0	298	149
3175	380,838,546,680	0,0,0,0	2938,1939,2004,2016,812	0,10,0,3,0	298	149
3176	373,836,511,637	0,0,0,0	2837,1860,1934,1950,800	2,2,6,0,0	298	149
3177	295,594,445,385	0,0,0,0	1711,926,1268,1087,343	2,2,6,0,0	278	149
3178	720,1561,1011,958	0,22,0,2	5254,3104,3584,3345,1432	4,9,7,8,10	278	149
3179	302,596,480,426	0,0,0,0	1818,991,1342,1141,355	16,0,2,4,0	278	149
3180	5,17,53,26	143,477,980,401	86,70,91,75,38	320,294,378,481,326	225	149
3181	774,1260,2511,915	0,0,15,0	1431,1602,1835,2304,1373	14,0,13,1,8	298	149
3182	200,401,989,317	0,0,0,0	600,640,666,871,536	0,3,0,0,0	298	149
3183	0,0,17,0	0,0,2,0	18,4,13,1,16	0,0,6,0,0	298	149
3184	285,493,806,375	0,0,2,0	545,548,582,815,515	0,0,6,0,0	298	149
3185	485,894,1780,692	0,0,2,0	1131,1185,1235,1685,1043	4,4,0,0,8	298	149
3186	54,111,93,185	0,0,1,2	39,81,73,84,39	0,0,0,1,0	298	149
3187	816,1291,1386,1775	0,0,5,0	2249,2956,2968,4119,3569	7,0,2,0,9	254	149
3188	331,526,653,730	0,0,0,0	979,1202,1395,1741,1440	0,4,0,0,0	254	149
3189	331,526,653,730	0,0,0,0	979,1206,1397,1739,1442	3,1,0,4,0	254	149
3190	331,526,653,730	0,0,0,0	979,1204,1395,1737,1436	0,0,0,0,4	254	149
3191	607,895,914,1030	0,0,0,0	1274,1938,2040,2672,1988	0,4,0,0,0	298	149
3192	0,0,10,9	0,0,0,0	8,9,2,9,25	3,1,0,4,0	298	149
3193	1095,1663,1650,2081	0,0,0,0	2545,3712,3619,5063,4132	0,0,0,4,4	298	149
3194	488,768,746,1060	0,0,0,0	1279,1783,1581,2400,2169	0,4,2,2,6	298	149
3195	158,257,226,246	0,0,0,0	408,497,528,630,645	3,1,0,4,0	187	149
3197	158,257,226,246	0,0,0,0	408,493,528,634,649	0,4,2,2,6	187	149
3198	762,1135,1121,1258	0,0,5,9	1651,2402,2547,3227,2601	1,9,0,9,16	187	149
3199	210,368,441,369	0,0,0,0	636,876,890,1303,976	0,2,0,0,0	226	149
3201	882,1373,1340,1489	0,0,0,0	2080,2956,3024,4103,3261	0,4,0,1,0	226	149
3202	573,900,1018,1036	0,0,0,0	1365,2034,1954,3027,1926	5,3,0,0,0	298	149
3204	1026,1617,1798,1776	0,0,0,0	2555,3693,3685,5396,3662	9,1,2,16,6	298	149
3205	467,790,733,950	0,0,0,0	1517,1835,1914,2531,2184	0,0,0,0,4	298	149
3206	0,0,6,8	0,0,0,0	21,12,7,32,12	2,0,0,0,8	298	149
3207	1040,1690,1751,1986	0,0,0,0	2879,3864,3868,5558,4110	10,0,0,5,0	298	149
3208	751,1178,1266,1474	0,0,6,8	2309,3040,2928,4169,3245	12,11,5,16,6	250	149
3209	62,88,119,131	10,5,41,14	153,206,151,291,222	39,40,21,28,30	181	149
3210	141,26,6,272	15,0,0,2	13,21,16,12,17	0,0,0,0,0	231	149
3211	102,18,5,161	8,0,0,0	1,14,5,10,16	0,0,0,0,1	298	149
3212	55,136,31,152	0,0,0,0	6,21,5,17,18	0,0,0,4,0	178	149
3213	156,239,56,383	0,0,0,0	12,56,21,35,40	0,0,0,4,0	298	149
3214	0,2,0,7	0,0,0,0	0,0,0,0,0	0,0,0,4,0	163	149
3215	11,4,6,28	0,0,0,0	0,2,1,0,0	0,0,0,4,0	298	149
3216	131,321,97,222	0,1,0,0	92,121,73,200,163	0,0,0,0,0	298	149
3217	241,455,109,364	0,0,0,0	105,163,90,245,209	0,2,1,0,0	298	149
3218	2863,5398,2463,2883	0,0,0,0	1468,1710,1764,2313,1737	0,2,0,6,0	298	149
3220	1364,2255,1241,1222	0,0,0,0	552,817,746,1074,675	0,0,0,10,0	298	149
3221	3079,5380,3334,3288	0,0,0,0	2038,2365,2799,3291,2352	9,4,2,4,4	298	149
3222	1421,2662,1647,1450	0,0,0,0	855,983,1095,1339,927	9,2,1,6,4	298	149
3223	2128,4494,2032,2355	0,0,0,0	1329,1344,1862,1832,1501	9,2,1,6,4	298	149
3224	3786,7212,3720,4193	0,0,0,0	2507,2736,3568,3787,2939	4,14,4,7,17	298	149
3225	7206,15560,7785,8352	0,0,0,0	3355,3884,4725,5388,3685	2,0,0,0,0	298	149
3226	188,347,211,406	2,0,0,0	92,209,139,194,106	0,0,0,0,0	254	149
3227	133,125,74,254	0,0,5,1	57,88,66,111,57	2,0,0,4,0	256	149
3228	580,1447,1331,1597	0,0,0,0	824,978,813,1410,1036	0,0,2,27,0	298	149
3229	155,479,294,492	0,0,0,0	253,329,255,623,331	0,0,0,2,0	298	149
3230	168,658,404,654	0,8,11,2	476,544,369,818,469	2,10,2,8,2	271	149
3231	615,1012,1225,950	2,0,0,0	991,1462,1450,1778,1470	0,0,2,0,0	174	149
3232	618,1457,1801,1211	0,0,0,0	1560,1977,2013,2619,2125	0,3,0,0,0	220	149
3233	333,774,1758,865	0,0,5,0	736,1099,886,984,921	0,1,1,1,8	298	149
3234	4,4,5,0	0,0,0,2	0,5,1,1,12	0,0,0,0,0	298	149
3235	498,1253,2697,1538	4,4,0,0	916,1531,1011,1314,1492	0,4,0,0,4	298	149
3236	206,418,827,359	455,851,907,581	296,496,519,558,474	1120,1197,1431,1486,1353	155	149
3237	0,2,36,16	0,6,0,0	7,8,3,21,14	0,0,0,0,0	298	149
3238	0,0,12,2	0,28,5,0	1,0,0,0,0	0,0,2,0,0	298	149
3239	0,6,2,2	0,28,5,0	0,0,0,2,1	0,0,2,0,0	298	149
3240	0,2,38,16	0,0,12,0	7,8,3,23,15	1,0,0,0,0	298	149
3241	3630,6142,14716,5006	149,288,145,261	4398,4953,5215,5976,4644	27,19,43,43,26	298	149
3242	6691,11427,24879,9113	149,288,145,261	7252,7653,8285,9282,7769	27,19,43,43,26	298	149
3243	17,31,51,18	21,50,37,148	9,17,11,15,5	52,68,63,96,62	298	149
3244	64,161,116,277	0,0,0,0	107,196,112,223,178	2,0,0,4,2	298	149
3245	1170,2866,2499,2270	2,12,8,0	2196,2298,2375,2432,2071	4,2,0,1,4	223	149
3246	6,28,1,18	0,0,2,0	20,49,2,1,51	0,1,15,0,0	298	149
3247	13,24,0,20	0,0,6,0	14,4,2,1,25	0,0,0,0,0	298	149
3248	0,2,4,0	0,0,6,0	1,0,6,1,0	0,0,0,0,0	236	149
3249	1,10,2,7	8,12,0,11	7,21,2,1,20	0,0,0,0,0	236	149
3250	16,8,13,30	0,8,3,0	1,1,6,2,8	1,6,0,0,3	235	149
3251	8,6,4,14	6,3,0,7	0,10,0,0,8	0,0,0,0,5	270	149
3252	8,6,4,18	6,3,0,7	0,10,0,0,8	0,0,0,0,5	298	149
3253	8,6,8,18	6,3,0,7	0,10,0,0,8	0,0,0,0,5	298	149
3254	2,43,37,63	0,0,0,2	22,63,21,41,33	0,0,0,0,0	298	149
3255	14,2,8,3	0,0,0,0	19,24,10,24,29	0,0,0,4,0	298	149
3256	33,9,13,16	0,0,0,0	32,42,16,52,62	0,0,0,1,0	298	149
3257	6,2,8,9	0,0,4,0	4,14,10,24,38	0,4,0,0,2	298	149
3258	38,2,2,122	0,0,0,0	526,962,772,80,108	0,2,0,0,0	294	149
3259	63,1,0,89	0,0,0,0	450,1050,667,94,131	0,2,4,0,0	298	149
3260	0,0,4,4	0,0,0,1	0,4,0,1,0	0,1,6,0,0	298	149
3261	1141,2201,5306,2047	0,0,0,0	2053,2460,2359,2675,2308	0,0,0,1,0	298	149
3262	387,863,674,716	21,34,57,28	89,198,149,210,191	41,46,46,58,47	298	149
3263	10,8,6,0	2,13,18,6	12,10,4,0,4	5,44,34,20,37	298	149
3264	107,283,221,200	21,34,57,28	31,47,33,59,49	41,46,46,58,47	298	149
3265	5968,11029,8763,7995	0,0,0,0	5045,6915,5605,7749,5913	2,1,0,0,0	298	149
3266	3298,6805,7047,6307	0,0,0,0	3880,4520,4606,5398,4223	0,0,2,0,0	278	149
3267	1961,4054,4370,4277	0,0,2,0	2258,2734,2402,2685,2370	0,0,0,0,0	246	149
3268	587,1078,1466,1199	0,0,0,0	759,970,927,1253,748	0,0,3,0,0	298	149
3269	613,1162,1529,1254	0,0,0,0	767,979,922,1267,733	0,0,2,0,4	298	149
3270	154,265,285,448	92,189,323,230	68,78,97,83,101	353,544,560,658,638	182	149
