ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
362	112,1052,678,667,547	6,26,67,23,36	1591,1153,1992	68,50,110	224	149
363	0,0,0,2,0	0,0,0,0,0	8,4,7	14,10,20	288	149
364	168,842,697,688,743	23,70,62,48,52	1903,986,1091	86,107,115	249	149
365	179,943,722,719,780	17,120,81,117,174	2066,1089,1185	168,341,180	314	149
366	0,0,5,3,8	0,0,0,0,0	67,22,31	11,1,0	302	149
367	2025,16464,16018,51901,42659	6,196,120,249,127	862,594,815	0,2,8	1694	149
368	1704,13834,13534,45003,37899	0,47,49,296,110	786,513,733	0,0,0	1610	149
369	4,275,151,275,36	4,51,34,35,19	5,28,29	15,17,33	229	149
370	4,125,152,200,33	0,10,0,4,6	10,33,22	4,7,3	212	149
371	2,7,104,12,10	0,0,36,0,2	992,240,911	166,84,216	250	149
372	49,325,375,273,386	10,197,263,161,268	291,323,418	18,32,44	293	149
374	10,17,17,15,2	4,13,2,0,0	859,208,1049	78,39,81	222	149
375	10,42,120,110,103	0,0,9,0,0	23,25,22	0,9,6	246	149
376	18,53,77,87,56	6,3,60,51,14	2,18,21	2,9,8	215	149
377	23,34,82,82,45	0,0,6,4,0	18,30,16	0,18,0	274	149
378	12,22,9,7,2	0,0,1,0,0	581,250,471	48,0,90	216	149
379	4,6,15,5,3	0,0,0,0,2	146,27,72	90,24,60	225	149
380	10,30,36,44,20	0,0,0,0,12	4,40,28	4,20,18	250	149
381	8,62,24,32,27	0,0,0,0,0	87,50,117	0,2,0	657	149
382	0,0,7,5,4	0,0,3,0,0	20,11,2	6,7,10	273	149
383	4,100,128,124,60	0,0,17,2,2	361,420,308	29,35,67	224	149
384	9,39,38,56,33	0,2,4,0,0	300,122,220	37,93,56	480	149
385	6,62,89,57,25	0,0,5,0,0	232,405,318	68,55,39	294	149
