ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
16613	4,21,40,27,8	2,16,0,2,2	23,12,53	8,2,1	311	149
16614	0,15,24,45,7	206,1419,2184,1357,1876	0,0,6	329,379,463	206	149
16615	4,18,17,42,12	22,144,312,225,341	0,6,3	21,30,21	206	149
16616	381,3076,2070,2225,1987	0,0,0,0,2	739,586,940	8,0,0	259	149
16617	147,1040,1406,1015,1011	0,0,0,0,0	304,295,436	0,2,0	252	149
16618	243,1984,2050,2145,1868	0,1,0,4,0	444,427,700	0,2,0	315	149
16619	0,2,12,0,0	0,0,0,0,0	178,48,105	39,7,24	213	149
16620	0,0,3,0,0	0,0,0,0,0	49,12,20	0,0,3	213	149
16621	0,2,6,0,0	0,0,0,0,0	144,22,101	0,0,3	205	149
16622	0,4,12,0,0	0,0,0,0,0	224,51,164	0,0,8	205	149
16623	0,1,7,0,0	0,0,0,0,0	119,20,65	3,4,2	223	149
16624	0,2,6,0,0	0,0,0,0,0	236,41,234	10,0,7	218	149
16625	0,2,0,0,0	0,0,0,0,0	97,17,130	0,0,10	218	149
16626	6,0,14,0,0	0,0,0,0,0	118,42,135	0,0,10	231	149
16627	6,0,20,0,0	0,0,0,0,0	247,68,237	2,2,4	231	149
16628	6,6,26,0,0	0,0,0,0,0	270,105,307	10,0,0	282	149
16629	0,4,8,0,1	0,0,9,0,2	518,54,397	56,33,84	389	149
16630	0,4,8,0,0	0,2,8,0,0	520,67,390	72,28,51	389	149
16631	24,470,86,183,104	8,69,68,28,33	352,232,708	195,195,266	262	149
16632	47,702,625,638,459	0,0,0,0,0	457,437,782	0,4,0	252	149
16633	49,441,376,412,334	0,0,0,0,0	246,270,441	0,4,0	325	149
16634	279,1832,547,1084,481	0,0,0,4,0	1499,920,2155	0,0,0	533	149
16635	29,237,118,198,144	16,183,30,133,40	61,68,124	290,169,384	191	149
